"","iso2c","iso3c","country","date","CO2","Y","E_kwh","Y2","MVA","HDI","KOF"
"131","SA","SAU","Saudi Arabia",2000,2.44982446815366,10.7220495282065,11.0340966077057,114.962346085314,-2.38302334375833,-0.293029678778376,4.00830809326692
"132","SA","SAU","Saudi Arabia",2001,2.44272499923523,10.7068166421347,11.0728677630235,114.635922608293,-2.34300156696728,-0.285018955032297,4.0202363357552
"133","SA","SAU","Saudi Arabia",2002,2.48773973763347,10.6683228225511,11.0895011616005,113.813111846165,-2.3144975446028,-0.279713902802604,4.03092554495703
"134","SA","SAU","Saudi Arabia",2003,2.50985517524273,10.7690932471021,11.1240391166066,115.973369364781,-2.27122776389381,-0.267879445155601,4.04555926177985
"135","SA","SAU","Saudi Arabia",2004,2.53955146849278,10.8468855014468,11.1837154544342,117.654925081497,-2.29240156015149,-0.25489224962879,4.06553003682169
"136","SA","SAU","Saudi Arabia",2005,2.55901642929649,10.9066846325512,11.214961245287,118.955769673929,-2.36844587584749,-0.244622582991334,4.07535149788845
"137","SA","SAU","Saudi Arabia",2006,2.58135157305208,10.9392420756941,11.2233793896774,119.667017190637,-2.36025664483146,-0.242071561199729,4.11199569372358
"138","SA","SAU","Saudi Arabia",2007,2.59767287590366,10.9589592754572,11.2069210929963,120.098788401129,-2.32602751878689,-0.24079848655293,4.16027138428425
"139","SA","SAU","Saudi Arabia",2008,2.65350626398813,11.0133446803545,11.2590058260732,121.293761048293,-2.42948205628497,-0.230671817735001,4.17314690040698
"140","SA","SAU","Saudi Arabia",2009,2.65831421020123,10.9733677324907,11.2569651613038,120.414799392469,-2.23985053261841,-0.225646681532328,4.19906774408858
"141","SA","SAU","Saudi Arabia",2010,2.71921341126135,10.9833213233289,11.330649827122,120.633347291492,-2.22299943473489,-0.216913001563574,4.20427712963556
"142","SA","SAU","Saudi Arabia",2011,2.73315888929869,11.0626611668999,11.3482424307803,122.382472093634,-2.30925215229374,-0.20334092401803,4.19510309721599
"143","SA","SAU","Saudi Arabia",2012,2.77121376281864,11.0731940610891,11.3857973674235,122.61562671454,-2.33027062099925,-0.193584749072665,4.1754021684363
"144","SA","SAU","Saudi Arabia",2013,2.77158315840028,11.025333275891,11.3708271955071,121.55797384447,-2.31265414475612,-0.185125484126689,4.18710953017948
"145","SA","SAU","Saudi Arabia",2014,2.82287990970237,11.0297756419372,11.4214465963111,121.655950711471,-2.22268429335524,-0.179126665897435,4.18514823083391
"146","SA","SAU","Saudi Arabia",2015,2.84826381388428,10.8764112891359,11.4439240934472,118.296322530443,-2.05310085208617,-0.17197526473981,4.17681434301523
"147","SA","SAU","Saudi Arabia",2016,2.82108736201338,10.8042541664257,11.4632997268061,116.731908092727,-2.02508444518087,-0.167235919375914,4.1795955927472
"148","SA","SAU","Saudi Arabia",2017,2.77743893480209,10.8683438138274,11.4409392786975,118.12089725556,-2.01788497591567,-0.16369609267079,4.20139059202735
"149","SA","SAU","Saudi Arabia",2018,2.71240739431395,10.9480218133941,11.3915876560874,119.859181626553,-2.0738921120495,-0.155484902840395,4.20388141107049
"150","SA","SAU","Saudi Arabia",2019,2.68805268699486,10.9799828368023,11.3264665531143,120.560023096472,-2.08031236005093,-0.148500008318444,4.20760905410464
"151","TN","TUN","Tunisia",1990,0.552949066064867,8.23143939198383,8.84825488886123,67.7565944639032,-1.7786519659961,-0.569161200778954,3.96318621780804
"152","TN","TUN","Tunisia",1991,0.567293811272363,8.2830455667572,8.63655932886101,68.6088438609761,-1.77499142456677,-0.558616287602339,3.96968742525867
"153","TN","TUN","Tunisia",1992,0.615799585364326,8.36081864061998,8.75940827931552,69.9032883413385,-1.79993533894647,-0.54818141030976,4.00860696802025
"154","TN","TUN","Tunisia",1993,0.616066161273732,8.38781567378067,8.87209684955409,70.3554517773207,-1.76035438173795,-0.536143431750281,4.03393008032856
"155","TN","TUN","Tunisia",1994,0.599670465081653,8.42522240961064,8.933627385198,70.9843726514053,-1.68875156512862,-0.517514611916787,4.04814588017113
"156","TN","TUN","Tunisia",1995,0.606482766970742,8.45491494060871,8.81531641484334,71.4855866529284,-1.66259785368114,-0.505838082254952,4.05922788343509
"157","TN","TUN","Tunisia",1996,0.622352306672684,8.52389091152891,8.87253139831998,72.6567162716452,-1.69673207482845,-0.489390343045926,4.02906086333493
"158","TN","TUN","Tunisia",1997,0.640371452553128,8.58291445034364,9.0090852613323,73.6664204619176,-1.78818314224195,-0.476424197048658,4.03649221618883
"159","TN","TUN","Tunisia",1998,0.671482458476313,8.63032328557675,9.06897678765706,74.4824800135683,-1.79231948906497,-0.457284856837961,4.03701914045445
